short_ticker,iso,entity,frequency,currency,transformation,scale,source,description,first_date,last_date,last_insert_timestamp
POPUY,UY,Uruguay,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:08:52.038809
USDUYU,UY,Uruguay,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2003-06-30,2024-03-31,2024-04-01 09:41:38.403116
M3UY,UY,Uruguay,M,DOMESTIC,Period level,Milions,,Money supply,2020-08-01,2021-05-01,2021-06-28 03:24:06.194705
WAGEUY,UY,Uruguay,M,DOMESTIC,Period level,Units,,Wages/Earnings,2020-02-01,2020-10-01,2021-01-05 03:24:07.769056
EXPMONUY,UY,Uruguay,M,USD,Period level,Milions,Banco Central Uruguay,Monthly exports,2019-01-01,2024-02-01,2024-03-23 06:12:25.012783
IMPMONUY,UY,Uruguay,M,USD,Period level,Milions,Banco Central Uruguay,Monthly imports,2019-01-01,2024-02-01,2024-03-23 06:14:41.266265
OILDEMUY,UY,Uruguay,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-04-01,2022-09-19 15:42:17.243105
GASOPRODUY,UY,Uruguay,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:57:02.525127
GASODEMUY,UY,Uruguay,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2022-02-01,2022-04-19 16:01:00.698679
GDPSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Gross domestic product,1995-01-01,2023-10-01,2024-02-14 12:52:23.005975
PRCSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Private consumption,1995-01-01,2023-10-01,2024-02-14 12:53:38.465143
PUCSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Public consumption,1995-01-01,2023-10-01,2024-02-14 12:53:30.200906
CONSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Total consumption,1995-01-01,2023-10-01,2024-02-14 12:53:51.805790
GCFSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Gross capital formation,1995-01-01,2023-10-01,2024-02-14 12:53:57.816432
GFCFSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Gross fixed capital formation,1995-01-01,2023-10-01,2024-02-14 12:53:22.027505
CISI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Change in inventories,1995-01-01,2023-10-01,2024-02-14 12:54:03.111323
CBALSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Commercial balance (goods + services),1995-01-01,2023-10-01,2024-02-14 12:54:30.975402
RGDPSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross domestic product,1995-01-01,2023-10-01,2024-02-14 12:52:14.590226
GDPPCSI,SI,Slovenia,Y,DOMESTIC,Period level,Units,Eurostat,GDP per capita,1995-01-01,2023-01-01,2024-02-14 12:39:32.901585
CPISI,SI,Slovenia,M,INDEX,Period level,Units,Eurostat,Consumer price index,1996-01-01,2024-03-01,2024-04-03 09:49:47.081468
PPISI,SI,Slovenia,M,INDEX,Period level,Units,Eurostat,Producer price index,2000-01-01,2024-02-01,2024-04-01 21:07:53.648279
GBALSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Government balance,1999-01-01,2023-04-01,2023-10-23 12:25:16.793021
GSPESI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,General government total expenditure,1999-01-01,2023-04-01,2023-10-23 12:25:16.991560
GREVSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,General government total revenue,1999-01-01,2023-04-01,2023-10-23 12:25:17.267806
GDEBTSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Government debt,1994-10-01,2023-04-01,2023-10-24 12:35:39.031232
GDEBTNSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Government net debt,1999-01-01,2023-07-01,2024-01-22 11:19:31.505099
URATESI,SI,Slovenia,M,PERCENT,Period level,Units,Eurostat,Unemployment,1996-01-01,2023-11-01,2024-01-09 12:36:32.427132
JVRSI,SI,Slovenia,Q,PERCENT,Period level,Units,Eurostat,Job vacancy rate,2008-01-01,2023-10-01,2024-03-15 17:35:48.311886
EMPSI,SI,Slovenia,Q,PERSONS,Period level,Thousands,Eurostat,Total employment,2009-01-01,2023-07-01,2023-12-15 05:35:50.951834
EMRATIOSI,SI,Slovenia,Q,PERCENT,Period level,Units,Eurostat,Employment to working age population,2009-01-01,2023-07-01,2023-12-15 05:35:51.165439
RETASI,SI,Slovenia,M,INDEX,Period level,Units,Eurostat,Retail trade,2000-01-01,2024-02-01,2024-04-01 21:45:23.180356
IPSI,SI,Slovenia,M,INDEX,Period level,Units,Eurostat,Industrial production,1998-01-01,2024-01-01,2024-03-28 17:50:11.695568
CPSI,SI,Slovenia,M,INDEX,Period level,Units,Eurostat,Construction production,2000-01-01,2024-01-01,2024-04-01 22:42:05.393318
INVERSI,SI,Slovenia,Y,PERCENT,Period level,Units,Eurostat,Investment rate,2007-01-01,2021-01-01,2022-10-24 05:48:54.157870
SENTSI,SI,Slovenia,M,INDEX,Period level,Units,Eurostat,Sentiment index,1995-04-01,2024-03-01,2024-03-27 13:09:33.565392
CONFSI,SI,Slovenia,M,INDEX,Period level,Units,Eurostat,Consumer confidence index,1996-03-01,2024-03-01,2024-03-27 13:09:34.359007
UTILSI,SI,Slovenia,Q,PERCENT,Period level,Units,Eurostat,Utilization rate,1995-04-01,2024-01-01,2024-01-30 18:02:35.027077
DWPESI,SI,Slovenia,M,INDEX,Period level,Units,Eurostat,Dwelling permits,2000-01-01,2024-02-01,2024-04-01 22:26:13.315551
CARSI,SI,Slovenia,M,OTHER NUMBER,Period level,Units,European Automobile Manufacturers,Passenger car sales,2003-01-01,2022-12-01,2023-01-19 02:22:20.383555
ELESI,SI,Slovenia,M,INDEX,Period level,Units,Eurostat,Production electricity,1998-01-01,2022-01-01,2022-03-11 12:41:23.920498
OILPRODSI,SI,Slovenia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-02-01,2022-04-19 15:48:37.122208
EXPSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Exports of goods and services,1995-01-01,2023-10-01,2024-02-14 12:54:49.419461
IMPSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Imports of goods and services,1995-01-01,2023-10-01,2024-02-14 12:53:13.928650
CASI,SI,Slovenia,M,DOMESTIC,Period level,Milions,Eurostat,Current account balance,1995-01-01,2024-01-01,2024-03-21 06:15:04.459578
POPSI,SI,Slovenia,Y,PERSONS,Period level,Units,Eurostat,Population,1960-01-01,2022-01-01,2023-02-10 23:02:10.347833
HHSSI,SI,Slovenia,Q,PERCENT,Period level,Units,Eurostat,Household saving,2016-04-01,2023-07-01,2024-01-22 06:05:34.181519
HHDIRSI,SI,Slovenia,Y,PERCENT,Period level,Units,Eurostat,Household debt to income ratio,2007-01-01,2022-01-01,2023-10-27 09:55:22.108809
HOUSI,SI,Slovenia,Q,INDEX,Period level,Units,Eurostat,House price,2007-01-01,2023-10-01,2024-04-04 09:35:08.686465
NFCLOANSI,SI,Slovenia,Y,PERCENT,Period level,Units,Eurostat,Lending to non-financial corporations,1995-01-01,2022-01-01,2023-09-30 10:20:44.190950
PRIDEBTSI,SI,Slovenia,Y,PERCENT,Period level,Units,Eurostat,Private debt,1995-01-01,2022-01-01,2023-09-30 10:20:29.370639
NIIPSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Net international investment position,1994-10-01,2022-07-01,2023-01-11 13:00:37.738064
Y10YDSI,SI,Slovenia,M,PERCENT,Period level,Units,Eurostat,Long term yield,2002-03-01,2024-02-01,2024-03-13 12:35:27.258877
REERSI,SI,Slovenia,M,INDEX,Period level,Units,Bank for International Settlements,Real effective exchange rate,1994-01-01,2024-02-01,2024-03-21 04:14:02.321022
TBSI,SI,Slovenia,M,DOMESTIC,Period level,Milions,Eurostat,Trade balance,2007-01-01,2024-01-01,2024-03-21 06:15:06.311139
RGDPPCSI,SI,Slovenia,Y,VOLUME,Period level,Units,Eurostat,Real GDP per capita,1995-01-01,2023-01-01,2024-02-14 12:39:32.836473
RPRCSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Real private consumption,1995-01-01,2023-10-01,2024-02-14 12:53:03.344029
RPUCSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Real public consumption,1995-01-01,2023-10-01,2024-02-14 12:52:55.187648
RCONSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Real total consumption,1995-01-01,2023-10-01,2024-02-14 12:54:14.241824
RGCFSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross capital formation,1995-01-01,2023-10-01,2024-02-14 12:54:08.424144
RGFCFSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross fixed capital formation,1995-01-01,2023-10-01,2024-02-14 12:52:47.085144
REXPSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Real exports of goods and services,1995-01-01,2023-10-01,2024-02-14 12:52:30.696980
RIMPSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,Real imports of goods and services,1995-01-01,2023-10-01,2024-02-14 12:52:38.851456
NYSI,SI,Slovenia,M,DOMESTIC,Period level,Milions,Eurostat,Net income from abroad (Primary Income),2007-01-01,2024-01-01,2024-03-21 06:15:06.901313
NCTSI,SI,Slovenia,M,DOMESTIC,Period level,Milions,Eurostat,Net current transfers (Secondary Income),2007-01-01,2024-01-01,2024-03-21 06:15:07.440460
KASI,SI,Slovenia,M,DOMESTIC,Period level,Milions,Eurostat,Capital account,2007-01-01,2024-01-01,2024-03-21 06:15:03.899102
CKASI,SI,Slovenia,M,DOMESTIC,Period level,Milions,Eurostat,Net foreign investment,2007-01-01,2024-01-01,2024-03-21 06:15:04.964429
IIPASI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,International investment position: Assets,1994-10-01,2022-07-01,2023-01-11 13:00:37.401103
IIPLSI,SI,Slovenia,Q,DOMESTIC,Period level,Milions,Eurostat,International investment position: Liabilities,1994-10-01,2022-07-01,2023-01-11 13:00:37.569722
CLISI,SI,Slovenia,M,INDEX,Period level,Units,OECD,OECD CLI,1995-05-01,2022-06-01,2022-07-12 00:41:23.913266
EXPMONSI,SI,Slovenia,M,DOMESTIC,Period level,Milions,Eurostat,Monthly exports,2007-01-01,2024-01-01,2024-03-21 06:15:05.388330
IMPMONSI,SI,Slovenia,M,DOMESTIC,Period level,Milions,Eurostat,Monthly imports,2007-01-01,2024-01-01,2024-03-21 06:15:05.891428
OILDEMSI,SI,Slovenia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-02-01,2022-04-19 15:52:37.470311
GASOPRODSI,SI,Slovenia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:56:26.360800
GASODEMSI,SI,Slovenia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2024-01-01,2024-03-18 15:44:49.934570
GASPRODSI,SI,Slovenia,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2010-01-01,2024-01-01,2024-03-18 15:16:10.689711
GASDEMSI,SI,Slovenia,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2010-01-01,2024-01-01,2024-03-18 15:16:10.513951
ACPOPSI,SI,Slovenia,Q,PERSONS,Period level,Thousands,Eurostat,Active population,2009-01-01,2023-07-01,2023-12-15 05:35:50.835531
CORESI,SI,Slovenia,M,INDEX,Period level,Units,Eurostat,Core consumer price index,2000-12-01,2024-02-01,2024-03-18 12:49:45.577129
CPIAF,AF,Afghanistan,M,INDEX,Period level,Units,International Monetary Fund,Consumer price index,2005-01-01,2020-03-01,2020-05-15 22:38:09.889794
USDAFN,AF,Afghanistan,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2008-04-30,2024-03-31,2024-04-01 09:40:05.099530
CPIBH,BH,Bahrain,M,INDEX,Period level,Units,International Monetary Fund,Consumer price index,2010-01-01,2022-07-01,2022-09-20 22:14:57.581915
OILPRODBH,BH,Bahrain,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2024-01-01,2024-03-18 15:42:15.767642
USDBHD,BH,Bahrain,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:40:14.861852
OILDEMBH,BH,Bahrain,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2024-01-01,2024-03-18 15:42:51.985433
GASOPRODBH,BH,Bahrain,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2024-01-01,2024-03-18 15:43:32.795856
GASODEMBH,BH,Bahrain,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2024-01-01,2024-03-18 15:44:13.222141
GASPRODBH,BH,Bahrain,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2016-09-01,2024-01-01,2024-03-18 15:15:37.877196
GASDEMBH,BH,Bahrain,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2016-09-01,2024-01-01,2024-03-18 15:15:37.687064
GDPLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Gross domestic product,1995-01-01,2023-10-01,2024-02-29 05:48:05.385595
PRCLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Private consumption,1995-01-01,2023-10-01,2024-02-29 05:49:24.178327
PUCLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Public consumption,1995-01-01,2023-10-01,2024-02-29 05:49:15.710087
CONLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Total consumption,1995-01-01,2023-10-01,2024-02-29 05:49:39.454711
GCFLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Gross capital formation,1995-01-01,2023-10-01,2024-02-29 05:49:45.588791
GFCFLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Gross fixed capital formation,1995-01-01,2023-10-01,2024-02-29 05:49:07.144201
CILU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Change in inventories,1995-01-01,2023-10-01,2024-02-29 05:49:51.713634
CBALLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Commercial balance (goods + services),1995-01-01,2023-10-01,2024-02-29 05:50:18.694289
RGDPLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross domestic product,1995-01-01,2023-10-01,2024-02-29 05:47:56.446209
GDPPCLU,LU,Luxembourg,Y,DOMESTIC,Period level,Units,Eurostat,GDP per capita,1995-01-01,2023-01-01,2024-03-20 12:37:33.380355
CPILU,LU,Luxembourg,M,INDEX,Period level,Units,Eurostat,Consumer price index,1996-01-01,2024-03-01,2024-04-03 09:49:31.164796
PPILU,LU,Luxembourg,M,INDEX,Period level,Units,Eurostat,Producer price index,2000-01-01,2024-02-01,2024-04-01 21:06:33.637753
GBALLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Government balance,2002-01-01,2023-04-01,2023-10-23 12:25:11.212219
GSPELU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,General government total expenditure,2002-01-01,2023-04-01,2023-10-23 12:25:11.390994
GREVLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,General government total revenue,2002-01-01,2023-04-01,2023-10-23 12:25:11.650286
GDEBTLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Government debt,2000-01-01,2023-04-01,2023-10-24 12:35:36.730414
GDEBTNLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Government net debt,1998-10-01,2023-07-01,2024-01-22 11:19:29.240574
URATELU,LU,Luxembourg,M,PERCENT,Period level,Units,Eurostat,Unemployment,1983-01-01,2023-11-01,2024-01-09 12:36:26.142839
JVRLU,LU,Luxembourg,Q,PERCENT,Period level,Units,Eurostat,Job vacancy rate,2008-01-01,2023-10-01,2024-03-15 17:35:47.867651
EMPLU,LU,Luxembourg,Q,PERSONS,Period level,Thousands,Eurostat,Total employment,2009-01-01,2023-07-01,2023-12-15 05:35:46.880173
EMRATIOLU,LU,Luxembourg,Q,PERCENT,Period level,Units,Eurostat,Employment to working age population,2009-01-01,2023-07-01,2023-12-15 05:35:47.004125
RETALU,LU,Luxembourg,M,INDEX,Period level,Units,Eurostat,Retail trade,2000-01-01,2024-02-01,2024-04-01 21:44:13.565643
IPLU,LU,Luxembourg,M,INDEX,Period level,Units,Eurostat,Industrial production,2000-01-01,2024-01-01,2024-03-28 17:49:06.113310
CPLU,LU,Luxembourg,M,INDEX,Period level,Units,Eurostat,Construction production,2000-01-01,2024-01-01,2024-04-01 22:41:21.409330
SENTLU,LU,Luxembourg,M,INDEX,Period level,Units,Eurostat,Sentiment index,1980-01-01,2024-03-01,2024-03-27 13:09:16.543931
CONFLU,LU,Luxembourg,M,INDEX,Period level,Units,Eurostat,Consumer confidence index,2002-01-01,2024-03-01,2024-03-27 13:09:17.206816
UTILLU,LU,Luxembourg,Q,PERCENT,Period level,Units,Eurostat,Utilization rate,1980-01-01,2024-01-01,2024-01-30 18:02:32.009840
CARLU,LU,Luxembourg,M,OTHER NUMBER,Period level,Units,European Automobile Manufacturers,Passenger car sales,1990-01-01,2022-12-01,2023-01-19 02:22:15.343799
ELELU,LU,Luxembourg,M,INDEX,Period level,Units,Eurostat,Production electricity,2000-01-01,2022-01-01,2022-03-11 12:41:04.514461
OILPRODLU,LU,Luxembourg,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-02-01,2022-04-19 15:47:39.896552
EXPLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Exports of goods and services,1995-01-01,2023-10-01,2024-02-29 05:50:38.631526
IMPLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Imports of goods and services,1995-01-01,2023-10-01,2024-02-29 05:48:58.639694
CALU,LU,Luxembourg,M,DOMESTIC,Period level,Milions,Eurostat,Current account balance,2002-01-01,2024-01-01,2024-03-21 06:14:31.571656
POPLU,LU,Luxembourg,Y,PERSONS,Period level,Units,Eurostat,Population,1960-01-01,2022-01-01,2023-02-10 23:02:08.525685
HHDIRLU,LU,Luxembourg,Y,PERCENT,Period level,Units,Eurostat,Household debt to income ratio,2009-01-01,2022-01-01,2023-10-27 09:55:21.843393
HOULU,LU,Luxembourg,Q,INDEX,Period level,Units,Eurostat,House price,2007-01-01,2023-10-01,2024-04-04 09:35:07.060717
NIIPLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Net international investment position,2002-10-01,2022-07-01,2023-01-11 13:00:32.103618
NPLLU,LU,Luxembourg,Q,PERCENT,Period level,Units,International Monetary Fund,Non performing loans,2009-01-01,2019-10-01,2020-04-21 22:16:02.285277
Y10YDLU,LU,Luxembourg,M,PERCENT,Period level,Units,Eurostat,Long term yield,1985-01-01,2024-02-01,2024-03-13 12:35:21.130129
SEILU,LU,Luxembourg,M,INDEX,Period level,Units,International Monetary Fund,Stock exchange index,1999-01-01,2019-02-01,2019-10-30 02:13:09.944687
REERLU,LU,Luxembourg,M,INDEX,Period level,Units,Bank for International Settlements,Real effective exchange rate,1994-01-01,2024-02-01,2024-03-21 04:13:49.236695
CREDLU,LU,Luxembourg,Q,DOMESTIC,Period level,Billions,Bank for International Settlements,Domestic credit,1998-10-01,2023-07-01,2024-03-05 03:59:47.133059
TBLU,LU,Luxembourg,M,DOMESTIC,Period level,Milions,Eurostat,Trade balance,2002-01-01,2024-01-01,2024-03-21 06:14:33.911679
RGDPPCLU,LU,Luxembourg,Y,VOLUME,Period level,Units,Eurostat,Real GDP per capita,1995-01-01,2023-01-01,2024-03-20 12:37:33.314829
RPRCLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Real private consumption,1995-01-01,2023-10-01,2024-02-29 05:48:47.722287
RPUCLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Real public consumption,1995-01-01,2023-10-01,2024-02-29 05:48:39.051684
RCONLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Real total consumption,1995-01-01,2023-10-01,2024-02-29 05:50:02.621800
RGCFLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross capital formation,1995-01-01,2023-10-01,2024-02-29 05:49:56.629808
RGFCFLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross fixed capital formation,1995-01-01,2023-10-01,2024-02-29 05:48:30.573746
REXPLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Real exports of goods and services,1995-01-01,2023-10-01,2024-02-29 05:48:13.540645
RIMPLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,Real imports of goods and services,1995-01-01,2023-10-01,2024-02-29 05:48:21.962755
NYLU,LU,Luxembourg,M,DOMESTIC,Period level,Milions,Eurostat,Net income from abroad (Primary Income),2002-01-01,2024-01-01,2024-03-21 06:14:34.513523
NCTLU,LU,Luxembourg,M,DOMESTIC,Period level,Milions,Eurostat,Net current transfers (Secondary Income),2002-01-01,2024-01-01,2024-03-21 06:14:35.132538
KALU,LU,Luxembourg,M,DOMESTIC,Period level,Milions,Eurostat,Capital account,2002-01-01,2024-01-01,2024-03-21 06:14:30.930701
CKALU,LU,Luxembourg,M,DOMESTIC,Period level,Milions,Eurostat,Net foreign investment,2002-01-01,2024-01-01,2024-03-21 06:14:32.092084
IIPALU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,International investment position: Assets,2002-10-01,2022-07-01,2023-01-11 13:00:31.822248
IIPLLU,LU,Luxembourg,Q,DOMESTIC,Period level,Milions,Eurostat,International investment position: Liabilities,2002-10-01,2022-07-01,2023-01-11 13:00:31.964461
CLILU,LU,Luxembourg,M,INDEX,Period level,Units,OECD,OECD CLI,1960-02-01,2019-12-01,2020-04-09 00:40:59.183122
EXPMONLU,LU,Luxembourg,M,DOMESTIC,Period level,Milions,Eurostat,Monthly exports,2002-01-01,2024-01-01,2024-03-21 06:14:32.704393
IMPMONLU,LU,Luxembourg,M,DOMESTIC,Period level,Milions,Eurostat,Monthly imports,2002-01-01,2024-01-01,2024-03-21 06:14:33.311134
OILDEMLU,LU,Luxembourg,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-02-01,2022-04-19 15:51:36.746900
GASOPRODLU,LU,Luxembourg,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:55:27.349043
